kicker_player_id,kicker_player_name,season,posteam,made,att,xp_pct,league_xp_pct,below_avg,season_label
00-0001759,D.Brien,1999,NO,20,21,0.9523809523809523,0.9886685552407932,True,1999---
00-0001759,D.Brien,2000,NO,37,37,1.0,0.9905033238366572,False,2000
00-0001759,D.Brien,2001,TB,2,2,1.0,0.9814995131450828,False,2001
00-0001759,D.Brien,2002,MIN,5,7,0.7142857142857143,0.9811965811965812,True,2002---
00-0001759,D.Brien,2003,NYJ,24,24,1.0,0.9823008849557522,False,2003
00-0001759,D.Brien,2004,NYJ,33,34,0.9705882352941176,0.9899244332493703,True,2004---
00-0001759,D.Brien,2005,CHI,7,7,1.0,0.9847670250896058,False,2005
,,,,,,,,,
00-0001980,K.Brown,1999,PIT,30,31,0.967741935483871,0.9886685552407932,True,1999---
00-0001980,K.Brown,2000,PIT,32,33,0.9696969696969697,0.9905033238366572,True,2000---
00-0001980,K.Brown,2001,PIT,34,37,0.918918918918919,0.9814995131450828,True,2001---
00-0001980,K.Brown,2002,HOU,20,20,1.0,0.9811965811965812,False,2002
00-0001980,K.Brown,2003,HOU,27,27,1.0,0.9823008849557522,False,2003
00-0001980,K.Brown,2004,HOU,34,34,1.0,0.9899244332493703,False,2004
00-0001980,K.Brown,2005,HOU,24,24,1.0,0.9847670250896058,False,2005
00-0001980,K.Brown,2006,HOU,26,27,0.9629629629629629,0.9876977152899824,True,2006---
00-0001980,K.Brown,2007,HOU,40,40,1.0,0.9856175972927242,False,2007
00-0001980,K.Brown,2008,HOU,37,37,1.0,0.9915254237288136,False,2008
00-0001980,K.Brown,2009,HOU,43,44,0.9772727272727273,0.9814658803706824,True,2009---
00-0001980,K.Brown,2010,LAC,8,8,1.0,0.9884963023829088,False,2010
,,,,,,,,,
00-0002655,J.Carney,1999,LAC,22,23,0.9565217391304348,0.9886685552407932,True,1999---
00-0002655,J.Carney,2000,LAC,26,26,1.0,0.9905033238366572,False,2000
00-0002655,J.Carney,2001,NO,32,32,1.0,0.9814995131450828,False,2001
00-0002655,J.Carney,2002,NO,37,37,1.0,0.9811965811965812,False,2002
00-0002655,J.Carney,2003,NO,36,37,0.972972972972973,0.9823008849557522,True,2003---
00-0002655,J.Carney,2004,NO,38,38,1.0,0.9899244332493703,False,2004
00-0002655,J.Carney,2005,NO,22,22,1.0,0.9847670250896058,False,2005
00-0002655,J.Carney,2006,NO,46,47,0.9787234042553191,0.9876977152899824,True,2006---
00-0002655,J.Carney,2007,JAX,20,21,0.9523809523809523,0.9856175972927242,True,2007---
00-0002655,J.Carney,2007,KC,7,7,1.0,0.9856175972927242,False,2007
00-0002655,J.Carney,2008,NYG,38,38,1.0,0.9915254237288136,False,2008
00-0002655,J.Carney,2009,NO,50,52,0.9615384615384616,0.9814658803706824,True,2009---
00-0002655,J.Carney,2010,NO,3,3,1.0,0.9884963023829088,False,2010
,,,,,,,,,
00-0002975,S.Christie,1999,BUF,33,33,1.0,0.9886685552407932,False,1999
00-0002975,S.Christie,2000,BUF,30,30,1.0,0.9905033238366572,False,2000
00-0002975,S.Christie,2001,LAC,6,6,1.0,0.9814995131450828,False,2001
00-0002975,S.Christie,2002,LAC,35,36,0.9722222222222222,0.9811965811965812,True,2002---
00-0002975,S.Christie,2003,LAC,36,36,1.0,0.9823008849557522,False,2003
00-0002975,S.Christie,2004,NYG,33,33,1.0,0.9899244332493703,False,2004
,,,,,,,,,
00-0003395,B.Conway,1999,WAS,49,50,0.98,0.9886685552407932,True,1999---
00-0003395,B.Conway,2000,LV,3,3,1.0,0.9905033238366572,False,2000
00-0003395,B.Conway,2000,NYJ,2,2,1.0,0.9905033238366572,False,2000
00-0003395,B.Conway,2000,WAS,3,3,1.0,0.9905033238366572,False,2000
00-0003395,B.Conway,2001,WAS,22,22,1.0,0.9814995131450828,False,2001
00-0003395,B.Conway,2002,WAS,4,4,1.0,0.9811965811965812,False,2002
00-0003395,B.Conway,2003,CLE,3,3,1.0,0.9823008849557522,False,2003
00-0003395,B.Conway,2003,NYG,6,6,1.0,0.9823008849557522,False,2003
,,,,,,,,,
00-0003501,J.Cortez,2001,SF,47,47,1.0,0.9814995131450828,False,2001
00-0003501,J.Cortez,2002,SF,25,25,1.0,0.9811965811965812,False,2002
00-0003501,J.Cortez,2002,WAS,9,9,1.0,0.9811965811965812,False,2002
00-0003501,J.Cortez,2005,DAL,13,14,0.9285714285714286,0.9847670250896058,True,2005---
00-0003501,J.Cortez,2005,PHI,3,3,1.0,0.9847670250896058,False,2005
00-0003501,J.Cortez,2005,SF,2,2,1.0,0.9847670250896058,False,2005
,,,,,,,,,
00-0003762,R.Cunningham,1999,CAR,13,14,0.9285714285714286,0.9886685552407932,True,1999---
00-0003762,R.Cunningham,1999,DAL,23,23,1.0,0.9886685552407932,False,1999
00-0003762,R.Cunningham,2000,CAR,9,9,1.0,0.9905033238366572,False,2000
00-0003762,R.Cunningham,2002,JAX,2,2,1.0,0.9811965811965812,False,2002
,,,,,,,,,
00-0003841,B.Daluiso,1999,NYG,9,9,1.0,0.9886685552407932,False,1999
00-0003841,B.Daluiso,2000,NYG,34,34,1.0,0.9905033238366572,False,2000
00-0003841,B.Daluiso,2001,LV,1,2,0.5,0.9814995131450828,True,2001---
,,,,,,,,,
00-0004091,P.Dawson,1999,CLE,23,24,0.9583333333333334,0.9886685552407932,True,1999---
00-0004091,P.Dawson,2000,CLE,17,17,1.0,0.9905033238366572,False,2000
00-0004091,P.Dawson,2001,CLE,29,30,0.9666666666666667,0.9814995131450828,True,2001---
00-0004091,P.Dawson,2002,CLE,34,35,0.9714285714285714,0.9811965811965812,True,2002---
00-0004091,P.Dawson,2003,CLE,20,21,0.9523809523809523,0.9823008849557522,True,2003---
00-0004091,P.Dawson,2004,CLE,28,28,1.0,0.9899244332493703,False,2004
00-0004091,P.Dawson,2005,CLE,19,21,0.9047619047619048,0.9847670250896058,True,2005---
00-0004091,P.Dawson,2006,CLE,25,25,1.0,0.9876977152899824,False,2006
00-0004091,P.Dawson,2007,CLE,42,43,0.9767441860465116,0.9856175972927242,True,2007---
00-0004091,P.Dawson,2008,CLE,18,18,1.0,0.9915254237288136,False,2008
00-0004091,P.Dawson,2009,CLE,18,19,0.9473684210526315,0.9814658803706824,True,2009---
00-0004091,P.Dawson,2010,CLE,28,28,1.0,0.9884963023829088,False,2010
00-0004091,P.Dawson,2011,CLE,20,20,1.0,0.9942004971002486,False,2011
00-0004091,P.Dawson,2012,CLE,29,29,1.0,0.9935327405012127,False,2012
00-0004091,P.Dawson,2013,SF,44,44,1.0,0.9960536700868192,False,2013
00-0004091,P.Dawson,2014,SF,33,33,1.0,0.9926888708367181,False,2014
00-0004091,P.Dawson,2015,SF,20,21,0.9523809523809523,0.9416598192276089,False,2015
00-0004091,P.Dawson,2016,SF,33,34,0.9705882352941176,0.9364016736401674,False,2016
00-0004091,P.Dawson,2017,ARI,23,26,0.8846153846153846,0.9400352733686067,True,2017---
00-0004091,P.Dawson,2018,ARI,15,15,1.0,0.9425101214574899,False,2018
,,,,,,,,,
00-0004147,A.Del Greco,1999,TEN,43,43,1.0,0.9886685552407932,False,1999
00-0004147,A.Del Greco,2000,TEN,37,38,0.9736842105263158,0.9905033238366572,True,2000---
,,,,,,,,,
00-0004811,J.Elam,1999,DEN,29,29,1.0,0.9886685552407932,False,1999
00-0004811,J.Elam,2000,DEN,49,49,1.0,0.9905033238366572,False,2000
00-0004811,J.Elam,2001,DEN,31,31,1.0,0.9814995131450828,False,2001
00-0004811,J.Elam,2002,DEN,42,43,0.9767441860465116,0.9811965811965812,True,2002---
00-0004811,J.Elam,2003,DEN,39,39,1.0,0.9823008849557522,False,2003
00-0004811,J.Elam,2004,DEN,42,42,1.0,0.9899244332493703,False,2004
00-0004811,J.Elam,2005,DEN,43,44,0.9772727272727273,0.9847670250896058,True,2005---
00-0004811,J.Elam,2006,DEN,34,34,1.0,0.9876977152899824,False,2006
00-0004811,J.Elam,2007,DEN,33,33,1.0,0.9856175972927242,False,2007
00-0004811,J.Elam,2008,ATL,42,42,1.0,0.9915254237288136,False,2008
00-0004811,J.Elam,2009,ATL,32,33,0.9696969696969697,0.9814658803706824,True,2009---
,,,,,,,,,
00-0005363,D.Flutie,2005,NE,1,1,1.0,0.9847670250896058,False,2005
,,,,,,,,,
00-0006181,T.Gowin,1999,DAL,8,8,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0006182,B.Gowins,1999,CHI,3,3,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0006223,M.Gramatica,1999,TB,24,24,1.0,0.9886685552407932,False,1999
00-0006223,M.Gramatica,2000,TB,42,42,1.0,0.9905033238366572,False,2000
00-0006223,M.Gramatica,2001,TB,28,28,1.0,0.9814995131450828,False,2001
00-0006223,M.Gramatica,2002,TB,32,32,1.0,0.9811965811965812,False,2002
00-0006223,M.Gramatica,2003,TB,33,34,0.9705882352941176,0.9823008849557522,True,2003---
00-0006223,M.Gramatica,2004,TB,21,22,0.9545454545454546,0.9899244332493703,True,2004---
00-0006223,M.Gramatica,2006,DAL,14,14,1.0,0.9876977152899824,False,2006
00-0006223,M.Gramatica,2006,IND,9,9,1.0,0.9876977152899824,False,2006
00-0006223,M.Gramatica,2007,NO,8,8,1.0,0.9856175972927242,False,2007
00-0006223,M.Gramatica,2008,NO,16,16,1.0,0.9915254237288136,False,2008
,,,,,,,,,
00-0006660,J.Hall,2000,LA,9,9,1.0,0.9905033238366572,False,2000
,,,,,,,,,
00-0006662,J.Hall,1999,NYJ,27,29,0.9310344827586207,0.9886685552407932,True,1999---
00-0006662,J.Hall,2000,NYJ,30,30,1.0,0.9905033238366572,False,2000
00-0006662,J.Hall,2001,NYJ,32,32,1.0,0.9814995131450828,False,2001
00-0006662,J.Hall,2002,NYJ,35,37,0.9459459459459459,0.9811965811965812,True,2002---
00-0006662,J.Hall,2003,WAS,26,27,0.9629629629629629,0.9823008849557522,True,2003---
00-0006662,J.Hall,2004,WAS,13,13,1.0,0.9899244332493703,False,2004
00-0006662,J.Hall,2005,WAS,27,27,1.0,0.9847670250896058,False,2005
00-0006662,J.Hall,2006,WAS,9,9,1.0,0.9876977152899824,False,2006
,,,,,,,,,
00-0006800,J.Hanson,1999,DET,28,29,0.9655172413793104,0.9886685552407932,True,1999---
00-0006800,J.Hanson,2000,DET,29,29,1.0,0.9905033238366572,False,2000
00-0006800,J.Hanson,2001,DET,23,23,1.0,0.9814995131450828,False,2001
00-0006800,J.Hanson,2002,DET,31,31,1.0,0.9811965811965812,False,2002
00-0006800,J.Hanson,2003,DET,26,27,0.9629629629629629,0.9823008849557522,True,2003---
00-0006800,J.Hanson,2004,DET,28,28,1.0,0.9899244332493703,False,2004
00-0006800,J.Hanson,2005,DET,27,27,1.0,0.9847670250896058,False,2005
00-0006800,J.Hanson,2006,DET,30,30,1.0,0.9876977152899824,False,2006
00-0006800,J.Hanson,2007,DET,35,36,0.9722222222222222,0.9856175972927242,True,2007---
00-0006800,J.Hanson,2008,DET,25,26,0.9615384615384616,0.9915254237288136,True,2008---
00-0006800,J.Hanson,2009,DET,25,25,1.0,0.9814658803706824,False,2009
00-0006800,J.Hanson,2010,DET,19,19,1.0,0.9884963023829088,False,2010
00-0006800,J.Hanson,2011,DET,54,54,1.0,0.9942004971002486,False,2011
00-0006800,J.Hanson,2012,DET,38,38,1.0,0.9935327405012127,False,2012
,,,,,,,,,
00-0007308,C.Hentrich,2003,TEN,1,1,1.0,0.9823008849557522,False,2003
,,,,,,,,,
00-0007622,M.Hollis,1999,JAX,37,37,1.0,0.9886685552407932,False,1999
00-0007622,M.Hollis,2000,JAX,33,33,1.0,0.9905033238366572,False,2000
00-0007622,M.Hollis,2001,JAX,29,31,0.9354838709677419,0.9814995131450828,True,2001---
00-0007622,M.Hollis,2002,BUF,40,40,1.0,0.9811965811965812,False,2002
,,,,,,,,,
00-0007655,J.Holmes,2000,NYG,3,3,1.0,0.9905033238366572,False,2000
00-0007655,J.Holmes,2001,JAX,1,1,1.0,0.9814995131450828,False,2001
,,,,,,,,,
00-0007983,M.Husted,1999,LV,30,30,1.0,0.9886685552407932,False,1999
00-0007983,M.Husted,2000,WAS,8,9,0.8888888888888888,0.9905033238366572,True,2000---
00-0007983,M.Husted,2002,KC,3,3,1.0,0.9811965811965812,False,2002
,,,,,,,,,
00-0008080,C.Jacke,1999,ARI,26,26,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0008231,J.Jaeger,1999,CHI,7,7,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0008593,N.Johnson,1999,PHI,21,21,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0009028,J.Kasay,1999,CAR,33,33,1.0,0.9886685552407932,False,1999
00-0009028,J.Kasay,2001,CAR,22,23,0.9565217391304348,0.9814995131450828,True,2001---
00-0009028,J.Kasay,2002,CAR,5,5,1.0,0.9811965811965812,False,2002
00-0009028,J.Kasay,2003,CAR,29,30,0.9666666666666667,0.9823008849557522,True,2003---
00-0009028,J.Kasay,2004,CAR,27,28,0.9642857142857143,0.9899244332493703,True,2004---
00-0009028,J.Kasay,2005,CAR,43,44,0.9772727272727273,0.9847670250896058,True,2005---
00-0009028,J.Kasay,2006,CAR,28,28,1.0,0.9876977152899824,False,2006
00-0009028,J.Kasay,2007,CAR,27,27,1.0,0.9856175972927242,False,2007
00-0009028,J.Kasay,2008,CAR,46,46,1.0,0.9915254237288136,False,2008
00-0009028,J.Kasay,2009,CAR,31,32,0.96875,0.9814658803706824,True,2009---
00-0009028,J.Kasay,2010,CAR,17,17,1.0,0.9884963023829088,False,2010
00-0009028,J.Kasay,2011,NO,63,63,1.0,0.9942004971002486,False,2011
,,,,,,,,,
00-0009946,S.Lindsey,2000,JAX,5,5,1.0,0.9905033238366572,False,2000
,,,,,,,,,
00-0010072,R.Longwell,1999,GB,38,38,1.0,0.9886685552407932,False,1999
00-0010072,R.Longwell,2000,GB,32,32,1.0,0.9905033238366572,False,2000
00-0010072,R.Longwell,2001,GB,44,45,0.9777777777777777,0.9814995131450828,True,2001---
00-0010072,R.Longwell,2002,GB,44,44,1.0,0.9811965811965812,False,2002
00-0010072,R.Longwell,2003,GB,51,51,1.0,0.9823008849557522,False,2003
00-0010072,R.Longwell,2004,GB,48,48,1.0,0.9899244332493703,False,2004
00-0010072,R.Longwell,2005,GB,30,31,0.967741935483871,0.9847670250896058,True,2005---
00-0010072,R.Longwell,2006,MIN,27,28,0.9642857142857143,0.9876977152899824,True,2006---
00-0010072,R.Longwell,2007,MIN,39,40,0.975,0.9856175972927242,True,2007---
00-0010072,R.Longwell,2008,MIN,40,40,1.0,0.9915254237288136,False,2008
00-0010072,R.Longwell,2009,MIN,54,55,0.9818181818181818,0.9814658803706824,False,2009
00-0010072,R.Longwell,2010,MIN,30,31,0.967741935483871,0.9884963023829088,True,2010---
00-0010072,R.Longwell,2011,MIN,38,39,0.9743589743589743,0.9942004971002486,True,2011---
,,,,,,,,,
00-0010373,O.Mare,1999,MIA,27,27,1.0,0.9886685552407932,False,1999
00-0010373,O.Mare,2000,MIA,31,32,0.96875,0.9905033238366572,True,2000---
00-0010373,O.Mare,2001,MIA,39,40,0.975,0.9814995131450828,True,2001---
00-0010373,O.Mare,2002,MIA,42,43,0.9767441860465116,0.9811965811965812,True,2002---
00-0010373,O.Mare,2003,MIA,33,34,0.9705882352941176,0.9823008849557522,True,2003---
00-0010373,O.Mare,2004,MIA,18,18,1.0,0.9899244332493703,False,2004
00-0010373,O.Mare,2005,MIA,33,33,1.0,0.9847670250896058,False,2005
00-0010373,O.Mare,2006,MIA,22,22,1.0,0.9876977152899824,False,2006
00-0010373,O.Mare,2007,NO,34,34,1.0,0.9856175972927242,False,2007
00-0010373,O.Mare,2008,SEA,30,30,1.0,0.9915254237288136,False,2008
00-0010373,O.Mare,2009,SEA,28,28,1.0,0.9814658803706824,False,2009
00-0010373,O.Mare,2010,SEA,31,31,1.0,0.9884963023829088,False,2010
00-0010373,O.Mare,2011,CAR,44,45,0.9777777777777777,0.9942004971002486,True,2011---
00-0010373,O.Mare,2012,CHI,7,7,1.0,0.9935327405012127,False,2012
,,,,,,,,,
00-0010609,B.Maynard,2003,CHI,1,1,1.0,0.9823008849557522,False,2003
,,,,,,,,,
00-0011859,E.Murray,1999,DAL,10,10,1.0,0.9886685552407932,False,1999
00-0011859,E.Murray,2000,WAS,7,8,0.875,0.9905033238366572,True,2000---
,,,,,,,,,
00-0011970,J.Nedney,1999,LV,13,13,1.0,0.9886685552407932,False,1999
00-0011970,J.Nedney,2000,CAR,20,20,1.0,0.9905033238366572,False,2000
00-0011970,J.Nedney,2000,DEN,4,4,1.0,0.9905033238366572,False,2000
00-0011970,J.Nedney,2001,TEN,34,35,0.9714285714285714,0.9814995131450828,True,2001---
00-0011970,J.Nedney,2002,TEN,36,36,1.0,0.9811965811965812,False,2002
00-0011970,J.Nedney,2003,TEN,0,1,0.0,0.9823008849557522,True,2003---
00-0011970,J.Nedney,2005,SF,19,19,1.0,0.9847670250896058,False,2005
00-0011970,J.Nedney,2006,SF,29,29,1.0,0.9876977152899824,False,2006
00-0011970,J.Nedney,2007,SF,22,22,1.0,0.9856175972927242,False,2007
00-0011970,J.Nedney,2008,SF,34,34,1.0,0.9915254237288136,False,2008
00-0011970,J.Nedney,2009,SF,33,33,1.0,0.9814658803706824,False,2009
00-0011970,J.Nedney,2010,SF,17,17,1.0,0.9884963023829088,False,2010
,,,,,,,,,
00-0012742,D.Pelfrey,1999,CIN,27,27,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0012875,T.Peterson,1999,SEA,32,32,1.0,0.9886685552407932,False,1999
00-0012875,T.Peterson,2000,KC,25,25,1.0,0.9905033238366572,False,2000
00-0012875,T.Peterson,2001,KC,27,28,0.9642857142857143,0.9814995131450828,True,2001---
00-0012875,T.Peterson,2002,PIT,25,26,0.9615384615384616,0.9811965811965812,True,2002---
00-0012875,T.Peterson,2003,SF,22,23,0.9565217391304348,0.9823008849557522,True,2003---
00-0012875,T.Peterson,2004,SF,23,23,1.0,0.9899244332493703,False,2004
00-0012875,T.Peterson,2005,ATL,35,35,1.0,0.9847670250896058,False,2005
,,,,,,,,,
00-0013699,W.Richey,1999,SF,30,31,0.967741935483871,0.9886685552407932,True,1999---
00-0013699,W.Richey,2000,SF,43,45,0.9555555555555556,0.9905033238366572,True,2000---
00-0013699,W.Richey,2001,LAC,26,26,1.0,0.9814995131450828,False,2001
,,,,,,,,,
00-0014377,T.Sauerbrun,2004,CAR,4,4,1.0,0.9899244332493703,False,2004
,,,,,,,,,
00-0015194,H.Smith,2006,IND,0,1,0.0,0.9876977152899824,True,2006---
,,,,,,,,,
00-0015784,M.Stover,1999,BAL,31,31,1.0,0.9886685552407932,False,1999
00-0015784,M.Stover,2000,BAL,30,30,1.0,0.9905033238366572,False,2000
00-0015784,M.Stover,2001,BAL,25,25,1.0,0.9814995131450828,False,2001
00-0015784,M.Stover,2002,BAL,33,33,1.0,0.9811965811965812,False,2002
00-0015784,M.Stover,2003,BAL,35,35,1.0,0.9823008849557522,False,2003
00-0015784,M.Stover,2004,BAL,30,30,1.0,0.9899244332493703,False,2004
00-0015784,M.Stover,2005,BAL,23,23,1.0,0.9847670250896058,False,2005
00-0015784,M.Stover,2006,BAL,37,37,1.0,0.9876977152899824,False,2006
00-0015784,M.Stover,2007,BAL,26,26,1.0,0.9856175972927242,False,2007
00-0015784,M.Stover,2008,BAL,41,41,1.0,0.9915254237288136,False,2008
00-0015784,M.Stover,2009,IND,33,33,1.0,0.9814658803706824,False,2009
,,,,,,,,,
00-0015791,P.Stoyanovich,1999,KC,45,45,1.0,0.9886685552407932,False,1999
00-0015791,P.Stoyanovich,2000,KC,9,9,1.0,0.9905033238366572,False,2000
00-0015791,P.Stoyanovich,2000,LA,11,11,1.0,0.9905033238366572,False,2000
,,,,,,,,,
00-0016795,M.Unutoa,1999,TB,1,1,1.0,0.9886685552407932,False,1999
,,,,,,,,,
00-0016830,M.Vanderjagt,1999,IND,43,43,1.0,0.9886685552407932,False,1999
00-0016830,M.Vanderjagt,2000,IND,46,46,1.0,0.9905033238366572,False,2000
00-0016830,M.Vanderjagt,2001,IND,41,42,0.9761904761904762,0.9814995131450828,True,2001---
00-0016830,M.Vanderjagt,2002,IND,34,34,1.0,0.9811965811965812,False,2002
00-0016830,M.Vanderjagt,2003,IND,46,46,1.0,0.9823008849557522,False,2003
00-0016830,M.Vanderjagt,2004,IND,59,60,0.9833333333333333,0.9899244332493703,True,2004---
00-0016830,M.Vanderjagt,2005,IND,52,52,1.0,0.9847670250896058,False,2005
00-0016830,M.Vanderjagt,2006,DAL,33,33,1.0,0.9876977152899824,False,2006
,,,,,,,,,
00-0016919,A.Vinatieri,1999,NE,29,30,0.9666666666666667,0.9886685552407932,True,1999---
00-0016919,A.Vinatieri,2000,NE,25,25,1.0,0.9905033238366572,False,2000
00-0016919,A.Vinatieri,2001,NE,41,42,0.9761904761904762,0.9814995131450828,True,2001---
00-0016919,A.Vinatieri,2002,NE,36,36,1.0,0.9811965811965812,False,2002
00-0016919,A.Vinatieri,2003,NE,37,38,0.9736842105263158,0.9823008849557522,True,2003---
00-0016919,A.Vinatieri,2004,NE,48,48,1.0,0.9899244332493703,False,2004
00-0016919,A.Vinatieri,2005,NE,40,41,0.975609756097561,0.9847670250896058,True,2005---
00-0016919,A.Vinatieri,2006,IND,38,38,1.0,0.9876977152899824,False,2006
00-0016919,A.Vinatieri,2007,IND,49,51,0.9607843137254902,0.9856175972927242,True,2007---
00-0016919,A.Vinatieri,2008,IND,43,43,1.0,0.9915254237288136,False,2008
00-0016919,A.Vinatieri,2009,IND,17,18,0.9444444444444444,0.9814658803706824,True,2009---
00-0016919,A.Vinatieri,2010,IND,51,51,1.0,0.9884963023829088,False,2010
00-0016919,A.Vinatieri,2011,IND,24,24,1.0,0.9942004971002486,False,2011
00-0016919,A.Vinatieri,2012,IND,37,37,1.0,0.9935327405012127,False,2012
00-0016919,A.Vinatieri,2013,IND,34,34,1.0,0.9960536700868192,False,2013
00-0016919,A.Vinatieri,2014,IND,50,50,1.0,0.9926888708367181,False,2014
00-0016919,A.Vinatieri,2015,IND,32,35,0.9142857142857143,0.9416598192276089,True,2015---
00-0016919,A.Vinatieri,2016,IND,44,44,1.0,0.9364016736401674,False,2016
00-0016919,A.Vinatieri,2017,IND,22,24,0.9166666666666666,0.9400352733686067,True,2017---
00-0016919,A.Vinatieri,2018,IND,44,47,0.9361702127659575,0.9425101214574899,True,2018---
00-0016919,A.Vinatieri,2019,IND,22,28,0.7857142857142857,0.9388429752066115,True,2019---
,,,,,,,,,
00-0017693,J.Wilkins,1999,LA,61,61,1.0,0.9886685552407932,False,1999
00-0017693,J.Wilkins,2000,LA,38,38,1.0,0.9905033238366572,False,2000
00-0017693,J.Wilkins,2001,LA,58,58,1.0,0.9814995131450828,False,2001
00-0017693,J.Wilkins,2002,LA,37,37,1.0,0.9811965811965812,False,2002
00-0017693,J.Wilkins,2003,LA,46,46,1.0,0.9823008849557522,False,2003
00-0017693,J.Wilkins,2004,LA,32,32,1.0,0.9899244332493703,False,2004
00-0017693,J.Wilkins,2005,LA,36,36,1.0,0.9847670250896058,False,2005
00-0017693,J.Wilkins,2006,LA,35,35,1.0,0.9876977152899824,False,2006
00-0017693,J.Wilkins,2007,LA,25,25,1.0,0.9856175972927242,False,2007
,,,,,,,,,
00-0018949,T.Seder,2000,DAL,27,27,1.0,0.9905033238366572,False,2000
00-0018949,T.Seder,2001,DAL,12,12,1.0,0.9814995131450828,False,2001
00-0018949,T.Seder,2002,JAX,11,11,1.0,0.9811965811965812,False,2002
,,,,,,,,,
00-0018957,M.Simoneau,2005,PHI,1,2,0.5,0.9847670250896058,True,2005---
,,,,,,,,,
00-0019019,M.Knorr,2003,DEN,2,2,1.0,0.9823008849557522,False,2003
,,,,,,,,,
00-0019081,J.Arians,2001,BUF,16,17,0.9411764705882353,0.9814995131450828,True,2001---
,,,,,,,,,
00-0019253,J.Taylor,2004,TB,11,11,1.0,0.9899244332493703,False,2004
,,,,,,,,,
00-0019310,R.Lindell,2000,SEA,25,25,1.0,0.9905033238366572,False,2000
00-0019310,R.Lindell,2001,SEA,33,33,1.0,0.9814995131450828,False,2001
00-0019310,R.Lindell,2002,SEA,38,38,1.0,0.9811965811965812,False,2002
00-0019310,R.Lindell,2003,BUF,24,24,1.0,0.9823008849557522,False,2003
00-0019310,R.Lindell,2004,BUF,45,45,1.0,0.9899244332493703,False,2004
00-0019310,R.Lindell,2005,BUF,26,26,1.0,0.9847670250896058,False,2005
00-0019310,R.Lindell,2006,BUF,33,33,1.0,0.9876977152899824,False,2006
00-0019310,R.Lindell,2007,BUF,24,24,1.0,0.9856175972927242,False,2007
